name,recclass,mass,year,longitude,latitude,country,continent
Grove Mountains 022676,H5,1.58,2003,not found,not found,not found,not found
Grove Mountains 022680,H6,1.15,2003,not found,not found,not found,not found
Grove Mountains 022711,L5,0.69,2003,not found,not found,not found,not found
Grove Mountains 022718,L6,0.47,2003,not found,not found,not found,not found
Grove Mountains 022726,L5,0.59,2003,not found,not found,not found,not found
Grove Mountains 022741,L6,0.56,2003,not found,not found,not found,not found
Grove Mountains 022758,H6,0.66,2003,not found,not found,not found,not found
Grove Mountains 022775,L6,40.56,2003,not found,not found,not found,not found
Grove Mountains 022776,L6,14.56,2003,not found,not found,not found,not found
Grove Mountains 022777,L6,10.42,2003,not found,not found,not found,not found
Grove Mountains 022778,L6,10.24,2003,not found,not found,not found,not found
Grove Mountains 022780,H5,4.13,2003,not found,not found,not found,not found
Grove Mountains 022781,L6,6.58,2003,not found,not found,not found,not found
Grove Mountains 022782,L5,6.17,2003,not found,not found,not found,not found
Grove Mountains 022784,L5,2.48,2003,not found,not found,not found,not found
Grove Mountains 022785,L6,17.9,2003,not found,not found,not found,not found
Grove Mountains 022786,L5,8.36,2003,not found,not found,not found,not found
Grove Mountains 022793,LL6,0.66,2003,not found,not found,not found,not found
Grove Mountains 022794,H5,1.33,2003,not found,not found,not found,not found
Grove Mountains 022796,H4,1.6,2003,not found,not found,not found,not found
Grove Mountains 022800,H4,1.05,2003,not found,not found,not found,not found
Grove Mountains 022804,L5,1.57,2003,not found,not found,not found,not found
Grove Mountains 022805,L5,0.83,2003,not found,not found,not found,not found
Grove Mountains 022807,H5,0.68,2003,not found,not found,not found,not found
Grove Mountains 022811,L6,0.47,2003,not found,not found,not found,not found
Grove Mountains 022822,L5,0.98,2003,not found,not found,not found,not found
Grove Mountains 022823,L6,0.69,2003,not found,not found,not found,not found
Grove Mountains 022827,L5,0.64,2003,not found,not found,not found,not found
Grove Mountains 022832,H4,0.84,2003,not found,not found,not found,not found
Grove Mountains 022833,H6,1,2003,not found,not found,not found,not found
Grove Mountains 022834,H4,0.65,2003,not found,not found,not found,not found
Grove Mountains 022835,Ureilite,1.08,2003,not found,not found,not found,not found
Grove Mountains 022841,H5,1.01,2003,not found,not found,not found,not found
Grove Mountains 022850,H6,0.48,2003,not found,not found,not found,not found
Grove Mountains 022855,H4,0.81,2003,not found,not found,not found,not found
Grove Mountains 022856,H4,0.46,2003,not found,not found,not found,not found
Grove Mountains 022859,H6,2.05,2003,not found,not found,not found,not found
Grove Mountains 022863,H5,0.6,2003,not found,not found,not found,not found
Grove Mountains 022864,H5,0.63,2003,not found,not found,not found,not found
Grove Mountains 022865,H5,0.64,2003,not found,not found,not found,not found
Grove Mountains 022872,H5,1.8,2003,not found,not found,not found,not found
Grove Mountains 022873,H6,1.1,2003,not found,not found,not found,not found
Grove Mountains 022874,H5,1.06,2003,not found,not found,not found,not found
Grove Mountains 022876,H5,0.68,2003,not found,not found,not found,not found
Grove Mountains 022887,H4,1.58,2003,not found,not found,not found,not found
Grove Mountains 022888,Ureilite,0.64,2003,not found,not found,not found,not found
Grove Mountains 022890,Winonaite,2.06,2003,not found,not found,not found,not found
Grove Mountains 022891,L6,2.49,2003,not found,not found,not found,not found
Grove Mountains 022892,H5,1.85,2003,not found,not found,not found,not found
Grove Mountains 022893,H4,1.84,2003,not found,not found,not found,not found
Grove Mountains 022894,H6,0.9,2003,not found,not found,not found,not found
Grove Mountains 022899,H5,0.88,2003,not found,not found,not found,not found
Grove Mountains 022900,H5,0.61,2003,not found,not found,not found,not found
Grove Mountains 022901,H4,0.68,2003,not found,not found,not found,not found
Grove Mountains 022904,L6,6.64,2003,not found,not found,not found,not found
Grove Mountains 022906,H5,8.05,2003,not found,not found,not found,not found
Grove Mountains 022907,H3,35.91,2003,not found,not found,not found,not found
Grove Mountains 022908,H5,7.93,2003,not found,not found,not found,not found
Grove Mountains 022909,LL6,5.83,2003,not found,not found,not found,not found
Grove Mountains 022910,L5,10.12,2003,not found,not found,not found,not found
Grove Mountains 022911,L6,4.25,2003,not found,not found,not found,not found
Grove Mountains 022912,L6,8.5,2003,not found,not found,not found,not found
Grove Mountains 022913,L6,6.63,2003,not found,not found,not found,not found
Grove Mountains 022914,H6,6.59,2003,not found,not found,not found,not found
Grove Mountains 022916,L5,3.48,2003,not found,not found,not found,not found
Grove Mountains 022919,L6,8.1,2003,not found,not found,not found,not found
Grove Mountains 022921,H3,2.43,2003,not found,not found,not found,not found
Grove Mountains 022922,H5,3.91,2003,not found,not found,not found,not found
Grove Mountains 022923,H3,3.47,2003,not found,not found,not found,not found
Grove Mountains 022924,L4,3.44,2003,not found,not found,not found,not found
Grove Mountains 022926,H6,3.47,2003,not found,not found,not found,not found
Grove Mountains 022929,H5,2.11,2003,not found,not found,not found,not found
Grove Mountains 022930,H5,2.12,2003,not found,not found,not found,not found
Grove Mountains 022931,Ureilite,1.2,2003,not found,not found,not found,not found
Grove Mountains 022932,H5,4.18,2003,not found,not found,not found,not found
Grove Mountains 022933,L5,3.45,2003,not found,not found,not found,not found
Grove Mountains 022935,H4,1.55,2003,not found,not found,not found,not found
Grove Mountains 022936,L6,1.54,2003,not found,not found,not found,not found
Grove Mountains 022938,H4,1.02,2003,not found,not found,not found,not found
Grove Mountains 022940,H5,0.7,2003,not found,not found,not found,not found
Grove Mountains 022941,L5,0.83,2003,not found,not found,not found,not found
Grove Mountains 022942,H6,0.66,2003,not found,not found,not found,not found
Grove Mountains 022946,H5,0.59,2003,not found,not found,not found,not found
Grove Mountains 022947,H5,0.48,2003,not found,not found,not found,not found
Grove Mountains 022955,H4,0.46,2003,not found,not found,not found,not found
Grove Mountains 022962,H6,1.09,2003,not found,not found,not found,not found
Grove Mountains 022964,H4,1.54,2003,not found,not found,not found,not found
Grove Mountains 022965,H5,1,2003,not found,not found,not found,not found
Grove Mountains 022966,H5,0.91,2003,not found,not found,not found,not found
Grove Mountains 022967,H4,0.47,2003,not found,not found,not found,not found
Grove Mountains 022968,H5,0.91,2003,not found,not found,not found,not found
Grove Mountains 022969,H5,1.16,2003,not found,not found,not found,not found
Grove Mountains 022971,H4,1.09,2003,not found,not found,not found,not found
Grove Mountains 022975,H5,0.87,2003,not found,not found,not found,not found
Grove Mountains 022977,H4,0.65,2003,not found,not found,not found,not found
Grove Mountains 022982,H4,0.56,2003,not found,not found,not found,not found
Grove Mountains 022983,H5,0.61,2003,not found,not found,not found,not found
Grove Mountains 022984,H6,0.56,2003,not found,not found,not found,not found
Grove Mountains 022985,H4,0.69,2003,not found,not found,not found,not found
Grove Mountains 022986,H4,0.47,2003,not found,not found,not found,not found
Grove Mountains 022989,H5,0.55,2003,not found,not found,not found,not found
Grove Mountains 022994,H5,0.64,2003,not found,not found,not found,not found
Grove Mountains 023001,H5,0.47,2003,not found,not found,not found,not found
Grove Mountains 023006,H5,0.45,2003,not found,not found,not found,not found
Grove Mountains 023035,L6,0.69,2003,not found,not found,not found,not found
Grove Mountains 023037,H5,0.56,2003,not found,not found,not found,not found
Grove Mountains 023042,H5,0.9,2003,not found,not found,not found,not found
Grove Mountains 023046,L5,0.56,2003,not found,not found,not found,not found
Grove Mountains 023047,H6,0.64,2003,not found,not found,not found,not found
Grove Mountains 023052,H4,0.59,2003,not found,not found,not found,not found
Grove Mountains 023085,H4,1.55,2003,not found,not found,not found,not found
Grove Mountains 023086,H4,1.56,2003,not found,not found,not found,not found
Grove Mountains 023087,H4,1.07,2003,not found,not found,not found,not found
Grove Mountains 023088,H4,1.16,2003,not found,not found,not found,not found
Grove Mountains 023090,H5,1.16,2003,not found,not found,not found,not found
Grove Mountains 023091,H6,1.35,2003,not found,not found,not found,not found
Grove Mountains 023096,H5,0.61,2003,not found,not found,not found,not found
Grove Mountains 023098,L4,0.92,2003,not found,not found,not found,not found
Grove Mountains 023100,L6,2.11,2003,not found,not found,not found,not found
Grove Mountains 023101,L6,1.07,2003,not found,not found,not found,not found
Grove Mountains 023105,L5,1.29,2003,not found,not found,not found,not found
Grove Mountains 023106,H5,1.52,2003,not found,not found,not found,not found
Grove Mountains 023107,L6,1.08,2003,not found,not found,not found,not found
Grove Mountains 023109,H4,1.6,2003,not found,not found,not found,not found
Grove Mountains 023110,L5,1.2,2003,not found,not found,not found,not found
Grove Mountains 023111,H6,1.28,2003,not found,not found,not found,not found
Grove Mountains 023113,H5,1.19,2003,not found,not found,not found,not found
Grove Mountains 023114,H4,0.7,2003,not found,not found,not found,not found
Grove Mountains 023115,L5,0.99,2003,not found,not found,not found,not found
Grove Mountains 023117,L6,1.31,2003,not found,not found,not found,not found
Grove Mountains 023118,L6,0.85,2003,not found,not found,not found,not found
Grove Mountains 023122,H4,0.65,2003,not found,not found,not found,not found
Grove Mountains 023124,L6,0.61,2003,not found,not found,not found,not found
Grove Mountains 023125,L6,0.61,2003,not found,not found,not found,not found
Grove Mountains 023126,H5,0.59,2003,not found,not found,not found,not found
Grove Mountains 023127,H6,0.98,2003,not found,not found,not found,not found
Grove Mountains 023128,H4,0.98,2003,not found,not found,not found,not found
Grove Mountains 023129,H5,1.83,2003,not found,not found,not found,not found
Grove Mountains 023132,L6,0.61,2003,not found,not found,not found,not found
Grove Mountains 023133,L5,0.64,2003,not found,not found,not found,not found
Grove Mountains 023138,L4,4.52,2003,not found,not found,not found,not found
Grove Mountains 023140,L5,2.16,2003,not found,not found,not found,not found
Grove Mountains 023141,L4,1.79,2003,not found,not found,not found,not found
Grove Mountains 023144,L4,0.99,2003,not found,not found,not found,not found
Grove Mountains 023145,L6,0.82,2003,not found,not found,not found,not found
Grove Mountains 023146,L6,0.84,2003,not found,not found,not found,not found
Grove Mountains 023149,L6,603.7,2003,not found,not found,not found,not found
Grove Mountains 023150,H4,82.16,2003,not found,not found,not found,not found
Grove Mountains 023151,H4,84.73,2003,not found,not found,not found,not found
Grove Mountains 023152,L6,1.8,2003,not found,not found,not found,not found
Grove Mountains 023154,CV3,1.2,2003,not found,not found,not found,not found
Grove Mountains 023155,CV3,0.41,2003,not found,not found,not found,not found
Grove Mountains 023158,CV3,1.18,2003,not found,not found,not found,not found
Grove Mountains 023159,CV3,1.31,2003,not found,not found,not found,not found
Grove Mountains 023161,H5,9.8,2003,not found,not found,not found,not found
Grove Mountains 023163,H4,9.25,2003,not found,not found,not found,not found
Grove Mountains 023165,L6,9.75,2003,not found,not found,not found,not found
Grove Mountains 023167,L6,8.08,2003,not found,not found,not found,not found
Grove Mountains 023170,L5,4.47,2003,not found,not found,not found,not found
Grove Mountains 023172,L5,2.44,2003,not found,not found,not found,not found
Grove Mountains 023176,H5,0.88,2003,not found,not found,not found,not found
